model_label,model_code,ref_label,ref_percent,bps_name
14680_60_Agriculture,14680_60,Agriculture,0,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
14680_60_Developed,14680_60,Developed,0,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
14680_60_Water,14680_60,Water,0,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
14680_60_UN,14680_60,UN,0,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
14680_60_UE,14680_60,UE,0,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
14690_31_39_40_43_A,14690_31_39_40_43,A,14,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_B,14690_31_39_40_43,B,30,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_C,14690_31_39_40_43,C,41,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_D,14690_31_39_40_43,D,15,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_E,14690_31_39_40_43,E,NA,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_Agriculture,14690_31_39_40_43,Agriculture,0,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_Developed,14690_31_39_40_43,Developed,0,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_Water,14690_31_39_40_43,Water,0,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_UN,14690_31_39_40_43,UN,0,Eastern Great Plains Floodplain Systems
14690_31_39_40_43_UE,14690_31_39_40_43,UE,0,Eastern Great Plains Floodplain Systems
14690_38_42_49_A,14690_38_42_49,A,14,Eastern Great Plains Floodplain Systems
14690_38_42_49_B,14690_38_42_49,B,29,Eastern Great Plains Floodplain Systems
14690_38_42_49_C,14690_38_42_49,C,42,Eastern Great Plains Floodplain Systems
14690_38_42_49_D,14690_38_42_49,D,15,Eastern Great Plains Floodplain Systems
14690_38_42_49_E,14690_38_42_49,E,NA,Eastern Great Plains Floodplain Systems
14690_38_42_49_Agriculture,14690_38_42_49,Agriculture,0,Eastern Great Plains Floodplain Systems
14690_38_42_49_Developed,14690_38_42_49,Developed,0,Eastern Great Plains Floodplain Systems
14690_38_42_49_Water,14690_38_42_49,Water,0,Eastern Great Plains Floodplain Systems
14690_38_42_49_UN,14690_38_42_49,UN,0,Eastern Great Plains Floodplain Systems
14690_38_42_49_UE,14690_38_42_49,UE,0,Eastern Great Plains Floodplain Systems
14700_56_A,14700_56,A,16,Caribbean Coastal Wetland Systems
14700_56_B,14700_56,B,37,Caribbean Coastal Wetland Systems
14700_56_C,14700_56,C,33,Caribbean Coastal Wetland Systems
14700_56_D,14700_56,D,2,Caribbean Coastal Wetland Systems
14700_56_E,14700_56,E,12,Caribbean Coastal Wetland Systems
14700_56_Agriculture,14700_56,Agriculture,0,Caribbean Coastal Wetland Systems
14700_56_Developed,14700_56,Developed,0,Caribbean Coastal Wetland Systems
14700_56_Water,14700_56,Water,0,Caribbean Coastal Wetland Systems
14700_56_UN,14700_56,UN,0,Caribbean Coastal Wetland Systems
14700_56_UE,14700_56,UE,0,Caribbean Coastal Wetland Systems
14710_32_35_A,14710_32_35,A,30,Central Interior and Appalachian Floodplain Systems
14710_32_35_B,14710_32_35,B,70,Central Interior and Appalachian Floodplain Systems
14710_32_35_C,14710_32_35,C,NA,Central Interior and Appalachian Floodplain Systems
14710_32_35_D,14710_32_35,D,NA,Central Interior and Appalachian Floodplain Systems
14710_32_35_E,14710_32_35,E,NA,Central Interior and Appalachian Floodplain Systems
14710_32_35_Agriculture,14710_32_35,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_32_35_Developed,14710_32_35,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_32_35_Water,14710_32_35,Water,0,Central Interior and Appalachian Floodplain Systems
14710_32_35_UN,14710_32_35,UN,0,Central Interior and Appalachian Floodplain Systems
14710_32_35_UE,14710_32_35,UE,0,Central Interior and Appalachian Floodplain Systems
14710_41_50_A,14710_41_50,A,15,Central Interior and Appalachian Floodplain Systems
14710_41_50_B,14710_41_50,B,23,Central Interior and Appalachian Floodplain Systems
14710_41_50_C,14710_41_50,C,45,Central Interior and Appalachian Floodplain Systems
14710_41_50_D,14710_41_50,D,17,Central Interior and Appalachian Floodplain Systems
14710_41_50_E,14710_41_50,E,NA,Central Interior and Appalachian Floodplain Systems
14710_41_50_Agriculture,14710_41_50,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_41_50_Developed,14710_41_50,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_41_50_Water,14710_41_50,Water,0,Central Interior and Appalachian Floodplain Systems
14710_41_50_UN,14710_41_50,UN,0,Central Interior and Appalachian Floodplain Systems
14710_41_50_UE,14710_41_50,UE,0,Central Interior and Appalachian Floodplain Systems
14710_42_43_A,14710_42_43,A,5,Central Interior and Appalachian Floodplain Systems
14710_42_43_B,14710_42_43,B,23,Central Interior and Appalachian Floodplain Systems
14710_42_43_C,14710_42_43,C,40,Central Interior and Appalachian Floodplain Systems
14710_42_43_D,14710_42_43,D,32,Central Interior and Appalachian Floodplain Systems
14710_42_43_E,14710_42_43,E,NA,Central Interior and Appalachian Floodplain Systems
14710_42_43_Agriculture,14710_42_43,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_42_43_Developed,14710_42_43,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_42_43_Water,14710_42_43,Water,0,Central Interior and Appalachian Floodplain Systems
14710_42_43_UN,14710_42_43,UN,0,Central Interior and Appalachian Floodplain Systems
14710_42_43_UE,14710_42_43,UE,0,Central Interior and Appalachian Floodplain Systems
14710_44_A,14710_44,A,5,Central Interior and Appalachian Floodplain Systems
14710_44_B,14710_44,B,23,Central Interior and Appalachian Floodplain Systems
14710_44_C,14710_44,C,40,Central Interior and Appalachian Floodplain Systems
14710_44_D,14710_44,D,32,Central Interior and Appalachian Floodplain Systems
14710_44_E,14710_44,E,NA,Central Interior and Appalachian Floodplain Systems
14710_44_Agriculture,14710_44,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_44_Developed,14710_44,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_44_Water,14710_44,Water,0,Central Interior and Appalachian Floodplain Systems
14710_44_UN,14710_44,UN,0,Central Interior and Appalachian Floodplain Systems
14710_44_UE,14710_44,UE,0,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_A,14710_47_48_53_54_57_59_60_61_63,A,9,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_B,14710_47_48_53_54_57_59_60_61_63,B,25,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_C,14710_47_48_53_54_57_59_60_61_63,C,6,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_D,14710_47_48_53_54_57_59_60_61_63,D,12,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_E,14710_47_48_53_54_57_59_60_61_63,E,48,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_Agriculture,14710_47_48_53_54_57_59_60_61_63,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_Developed,14710_47_48_53_54_57_59_60_61_63,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_Water,14710_47_48_53_54_57_59_60_61_63,Water,0,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_UN,14710_47_48_53_54_57_59_60_61_63,UN,0,Central Interior and Appalachian Floodplain Systems
14710_47_48_53_54_57_59_60_61_63_UE,14710_47_48_53_54_57_59_60_61_63,UE,0,Central Interior and Appalachian Floodplain Systems
14710_49_52_A,14710_49_52,A,15,Central Interior and Appalachian Floodplain Systems
14710_49_52_B,14710_49_52,B,23,Central Interior and Appalachian Floodplain Systems
14710_49_52_C,14710_49_52,C,45,Central Interior and Appalachian Floodplain Systems
14710_49_52_D,14710_49_52,D,17,Central Interior and Appalachian Floodplain Systems
14710_49_52_E,14710_49_52,E,NA,Central Interior and Appalachian Floodplain Systems
14710_49_52_Agriculture,14710_49_52,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_49_52_Developed,14710_49_52,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_49_52_Water,14710_49_52,Water,0,Central Interior and Appalachian Floodplain Systems
14710_49_52_UN,14710_49_52,UN,0,Central Interior and Appalachian Floodplain Systems
14710_49_52_UE,14710_49_52,UE,0,Central Interior and Appalachian Floodplain Systems
14710_51_62_A,14710_51_62,A,15,Central Interior and Appalachian Floodplain Systems
14710_51_62_B,14710_51_62,B,23,Central Interior and Appalachian Floodplain Systems
14710_51_62_C,14710_51_62,C,44,Central Interior and Appalachian Floodplain Systems
14710_51_62_D,14710_51_62,D,18,Central Interior and Appalachian Floodplain Systems
14710_51_62_E,14710_51_62,E,NA,Central Interior and Appalachian Floodplain Systems
14710_51_62_Agriculture,14710_51_62,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_51_62_Developed,14710_51_62,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_51_62_Water,14710_51_62,Water,0,Central Interior and Appalachian Floodplain Systems
14710_51_62_UN,14710_51_62,UN,0,Central Interior and Appalachian Floodplain Systems
14710_51_62_UE,14710_51_62,UE,0,Central Interior and Appalachian Floodplain Systems
14710_64_65_A,14710_64_65,A,9,Central Interior and Appalachian Floodplain Systems
14710_64_65_B,14710_64_65,B,25,Central Interior and Appalachian Floodplain Systems
14710_64_65_C,14710_64_65,C,6,Central Interior and Appalachian Floodplain Systems
14710_64_65_D,14710_64_65,D,13,Central Interior and Appalachian Floodplain Systems
14710_64_65_E,14710_64_65,E,47,Central Interior and Appalachian Floodplain Systems
14710_64_65_Agriculture,14710_64_65,Agriculture,0,Central Interior and Appalachian Floodplain Systems
14710_64_65_Developed,14710_64_65,Developed,0,Central Interior and Appalachian Floodplain Systems
14710_64_65_Water,14710_64_65,Water,0,Central Interior and Appalachian Floodplain Systems
14710_64_65_UN,14710_64_65,UN,0,Central Interior and Appalachian Floodplain Systems
14710_64_65_UE,14710_64_65,UE,0,Central Interior and Appalachian Floodplain Systems
14712_44_A,14712_44,A,18,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_B,14712_44,B,27,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_C,14712_44,C,55,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_D,14712_44,D,NA,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_E,14712_44,E,NA,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_Agriculture,14712_44,Agriculture,0,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_Developed,14712_44,Developed,0,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_Water,14712_44,Water,0,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_UN,14712_44,UN,0,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14712_44_UE,14712_44,UE,0,Central Interior and Appalachian Floodplain Systems - Large Floodplains
14720_32_35_A,14720_32_35,A,7,Central Interior and Appalachian Riparian Systems
14720_32_35_B,14720_32_35,B,20,Central Interior and Appalachian Riparian Systems
14720_32_35_C,14720_32_35,C,73,Central Interior and Appalachian Riparian Systems
14720_32_35_D,14720_32_35,D,NA,Central Interior and Appalachian Riparian Systems
14720_32_35_E,14720_32_35,E,NA,Central Interior and Appalachian Riparian Systems
14720_32_35_Agriculture,14720_32_35,Agriculture,0,Central Interior and Appalachian Riparian Systems
14720_32_35_Developed,14720_32_35,Developed,0,Central Interior and Appalachian Riparian Systems
14720_32_35_Water,14720_32_35,Water,0,Central Interior and Appalachian Riparian Systems
14720_32_35_UN,14720_32_35,UN,0,Central Interior and Appalachian Riparian Systems
14720_32_35_UE,14720_32_35,UE,0,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_A,14720_44_46_47_48,A,17,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_B,14720_44_46_47_48,B,23,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_C,14720_44_46_47_48,C,13,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_D,14720_44_46_47_48,D,38,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_E,14720_44_46_47_48,E,9,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_Agriculture,14720_44_46_47_48,Agriculture,0,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_Developed,14720_44_46_47_48,Developed,0,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_Water,14720_44_46_47_48,Water,0,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_UN,14720_44_46_47_48,UN,0,Central Interior and Appalachian Riparian Systems
14720_44_46_47_48_UE,14720_44_46_47_48,UE,0,Central Interior and Appalachian Riparian Systems
14720_49_A,14720_49,A,16,Central Interior and Appalachian Riparian Systems
14720_49_B,14720_49,B,22,Central Interior and Appalachian Riparian Systems
14720_49_C,14720_49,C,13,Central Interior and Appalachian Riparian Systems
14720_49_D,14720_49,D,39,Central Interior and Appalachian Riparian Systems
14720_49_E,14720_49,E,10,Central Interior and Appalachian Riparian Systems
14720_49_Agriculture,14720_49,Agriculture,0,Central Interior and Appalachian Riparian Systems
14720_49_Developed,14720_49,Developed,0,Central Interior and Appalachian Riparian Systems
14720_49_Water,14720_49,Water,0,Central Interior and Appalachian Riparian Systems
14720_49_UN,14720_49,UN,0,Central Interior and Appalachian Riparian Systems
14720_49_UE,14720_49,UE,0,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_A,14720_53_54_57_59_60,A,17,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_B,14720_53_54_57_59_60,B,23,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_C,14720_53_54_57_59_60,C,13,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_D,14720_53_54_57_59_60,D,38,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_E,14720_53_54_57_59_60,E,9,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_Agriculture,14720_53_54_57_59_60,Agriculture,0,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_Developed,14720_53_54_57_59_60,Developed,0,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_Water,14720_53_54_57_59_60,Water,0,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_UN,14720_53_54_57_59_60,UN,0,Central Interior and Appalachian Riparian Systems
14720_53_54_57_59_60_UE,14720_53_54_57_59_60,UE,0,Central Interior and Appalachian Riparian Systems
14720_61_62_63_A,14720_61_62_63,A,16,Central Interior and Appalachian Riparian Systems
14720_61_62_63_B,14720_61_62_63,B,22,Central Interior and Appalachian Riparian Systems
14720_61_62_63_C,14720_61_62_63,C,13,Central Interior and Appalachian Riparian Systems
14720_61_62_63_D,14720_61_62_63,D,39,Central Interior and Appalachian Riparian Systems
14720_61_62_63_E,14720_61_62_63,E,10,Central Interior and Appalachian Riparian Systems
14720_61_62_63_Agriculture,14720_61_62_63,Agriculture,0,Central Interior and Appalachian Riparian Systems
14720_61_62_63_Developed,14720_61_62_63,Developed,0,Central Interior and Appalachian Riparian Systems
14720_61_62_63_Water,14720_61_62_63,Water,0,Central Interior and Appalachian Riparian Systems
14720_61_62_63_UN,14720_61_62_63,UN,0,Central Interior and Appalachian Riparian Systems
14720_61_62_63_UE,14720_61_62_63,UE,0,Central Interior and Appalachian Riparian Systems
14720_64_65_66_A,14720_64_65_66,A,16,Central Interior and Appalachian Riparian Systems
14720_64_65_66_B,14720_64_65_66,B,22,Central Interior and Appalachian Riparian Systems
14720_64_65_66_C,14720_64_65_66,C,13,Central Interior and Appalachian Riparian Systems
14720_64_65_66_D,14720_64_65_66,D,40,Central Interior and Appalachian Riparian Systems
14720_64_65_66_E,14720_64_65_66,E,9,Central Interior and Appalachian Riparian Systems
14720_64_65_66_Agriculture,14720_64_65_66,Agriculture,0,Central Interior and Appalachian Riparian Systems
14720_64_65_66_Developed,14720_64_65_66,Developed,0,Central Interior and Appalachian Riparian Systems
14720_64_65_66_Water,14720_64_65_66,Water,0,Central Interior and Appalachian Riparian Systems
14720_64_65_66_UN,14720_64_65_66,UN,0,Central Interior and Appalachian Riparian Systems
14720_64_65_66_UE,14720_64_65_66,UE,0,Central Interior and Appalachian Riparian Systems
14730_32_37_44_A,14730_32_37_44,A,10,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_B,14730_32_37_44,B,16,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_C,14730_32_37_44,C,43,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_D,14730_32_37_44,D,31,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_E,14730_32_37_44,E,NA,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_Agriculture,14730_32_37_44,Agriculture,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_Developed,14730_32_37_44,Developed,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_Water,14730_32_37_44,Water,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_UN,14730_32_37_44,UN,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_32_37_44_UE,14730_32_37_44,UE,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_A,14730_36,A,10,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_B,14730_36,B,16,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_C,14730_36,C,43,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_D,14730_36,D,31,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_E,14730_36,E,NA,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_Agriculture,14730_36,Agriculture,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_Developed,14730_36,Developed,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_Water,14730_36,Water,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_UN,14730_36,UN,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_36_UE,14730_36,UE,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_A,14730_45_46_47_98_99,A,22,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_B,14730_45_46_47_98_99,B,31,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_C,14730_45_46_47_98_99,C,27,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_D,14730_45_46_47_98_99,D,20,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_E,14730_45_46_47_98_99,E,NA,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_Agriculture,14730_45_46_47_98_99,Agriculture,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_Developed,14730_45_46_47_98_99,Developed,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_Water,14730_45_46_47_98_99,Water,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_UN,14730_45_46_47_98_99,UN,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_45_46_47_98_99_UE,14730_45_46_47_98_99,UE,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_A,14730_55_58_60,A,22,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_B,14730_55_58_60,B,31,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_C,14730_55_58_60,C,26,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_D,14730_55_58_60,D,21,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_E,14730_55_58_60,E,NA,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_Agriculture,14730_55_58_60,Agriculture,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_Developed,14730_55_58_60,Developed,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_Water,14730_55_58_60,Water,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_UN,14730_55_58_60,UN,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14730_55_58_60_UE,14730_55_58_60,UE,0,Gulf and Atlantic Coastal Plain Floodplain Systems
14740_32_37_44_45_98_A,14740_32_37_44_45_98,A,14,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_B,14740_32_37_44_45_98,B,19,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_C,14740_32_37_44_45_98,C,67,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_D,14740_32_37_44_45_98,D,NA,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_E,14740_32_37_44_45_98,E,NA,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_Agriculture,14740_32_37_44_45_98,Agriculture,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_Developed,14740_32_37_44_45_98,Developed,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_Water,14740_32_37_44_45_98,Water,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_UN,14740_32_37_44_45_98,UN,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_32_37_44_45_98_UE,14740_32_37_44_45_98,UE,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_A,14740_36,A,40,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_B,14740_36,B,60,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_C,14740_36,C,NA,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_D,14740_36,D,NA,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_E,14740_36,E,NA,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_Agriculture,14740_36,Agriculture,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_Developed,14740_36,Developed,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_Water,14740_36,Water,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_UN,14740_36,UN,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_36_UE,14740_36,UE,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_A,14740_46_47_48_55_56_58_60_99,A,16,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_B,14740_46_47_48_55_56_58_60_99,B,23,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_C,14740_46_47_48_55_56_58_60_99,C,4,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_D,14740_46_47_48_55_56_58_60_99,D,24,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_E,14740_46_47_48_55_56_58_60_99,E,33,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_Agriculture,14740_46_47_48_55_56_58_60_99,Agriculture,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_Developed,14740_46_47_48_55_56_58_60_99,Developed,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_Water,14740_46_47_48_55_56_58_60_99,Water,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_UN,14740_46_47_48_55_56_58_60_99,UN,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14740_46_47_48_55_56_58_60_99_UE,14740_46_47_48_55_56_58_60_99,UE,0,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
14750_41_50_51_63_64_65_66_A,14750_41_50_51_63_64_65_66,A,16,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_B,14750_41_50_51_63_64_65_66,B,23,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_C,14750_41_50_51_63_64_65_66,C,44,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_D,14750_41_50_51_63_64_65_66,D,17,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_E,14750_41_50_51_63_64_65_66,E,NA,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_Agriculture,14750_41_50_51_63_64_65_66,Agriculture,0,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_Developed,14750_41_50_51_63_64_65_66,Developed,0,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_Water,14750_41_50_51_63_64_65_66,Water,0,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_UN,14750_41_50_51_63_64_65_66,UN,0,Laurentian-Acadian Floodplain Systems
14750_41_50_51_63_64_65_66_UE,14750_41_50_51_63_64_65_66,UE,0,Laurentian-Acadian Floodplain Systems
14760_36_A,14760_36,A,2,Tamaulipan Riparian Systems
14760_36_B,14760_36,B,8,Tamaulipan Riparian Systems
14760_36_C,14760_36,C,90,Tamaulipan Riparian Systems
14760_36_D,14760_36,D,NA,Tamaulipan Riparian Systems
14760_36_E,14760_36,E,NA,Tamaulipan Riparian Systems
14760_36_Agriculture,14760_36,Agriculture,0,Tamaulipan Riparian Systems
14760_36_Developed,14760_36,Developed,0,Tamaulipan Riparian Systems
14760_36_Water,14760_36,Water,0,Tamaulipan Riparian Systems
14760_36_UN,14760_36,UN,0,Tamaulipan Riparian Systems
14760_36_UE,14760_36,UE,0,Tamaulipan Riparian Systems
14770_40_41_50_51_A,14770_40_41_50_51,A,14,Boreal Acidic Peatland Systems
14770_40_41_50_51_B,14770_40_41_50_51,B,16,Boreal Acidic Peatland Systems
14770_40_41_50_51_C,14770_40_41_50_51,C,38,Boreal Acidic Peatland Systems
14770_40_41_50_51_D,14770_40_41_50_51,D,23,Boreal Acidic Peatland Systems
14770_40_41_50_51_E,14770_40_41_50_51,E,9,Boreal Acidic Peatland Systems
14770_40_41_50_51_Agriculture,14770_40_41_50_51,Agriculture,0,Boreal Acidic Peatland Systems
14770_40_41_50_51_Developed,14770_40_41_50_51,Developed,0,Boreal Acidic Peatland Systems
14770_40_41_50_51_Water,14770_40_41_50_51,Water,0,Boreal Acidic Peatland Systems
14770_40_41_50_51_UN,14770_40_41_50_51,UN,0,Boreal Acidic Peatland Systems
14770_40_41_50_51_UE,14770_40_41_50_51,UE,0,Boreal Acidic Peatland Systems
14770_63_64_65_66_A,14770_63_64_65_66,A,13,Boreal Acidic Peatland Systems
14770_63_64_65_66_B,14770_63_64_65_66,B,16,Boreal Acidic Peatland Systems
14770_63_64_65_66_C,14770_63_64_65_66,C,39,Boreal Acidic Peatland Systems
14770_63_64_65_66_D,14770_63_64_65_66,D,25,Boreal Acidic Peatland Systems
14770_63_64_65_66_E,14770_63_64_65_66,E,7,Boreal Acidic Peatland Systems
14770_63_64_65_66_Agriculture,14770_63_64_65_66,Agriculture,0,Boreal Acidic Peatland Systems
14770_63_64_65_66_Developed,14770_63_64_65_66,Developed,0,Boreal Acidic Peatland Systems
