model_label,model_code,ref_label,ref_percent,bps_name
10510_27_D,10510_27,D,61,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_27_E,10510_27,E,3,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_27_Agriculture,10510_27,Agriculture,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_27_Developed,10510_27,Developed,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_27_Water,10510_27,Water,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_27_UN,10510_27,UN,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_27_UE,10510_27,UE,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_A,10510_28,A,6,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_B,10510_28,B,3,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_C,10510_28,C,27,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_D,10510_28,D,36,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_E,10510_28,E,28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_Agriculture,10510_28,Agriculture,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_Developed,10510_28,Developed,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_Water,10510_28,Water,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_UN,10510_28,UN,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_28_UE,10510_28,UE,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_A,10510_29,A,22,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_B,10510_29,B,6,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_C,10510_29,C,12,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_D,10510_29,D,59,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_E,10510_29,E,1,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_Agriculture,10510_29,Agriculture,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_Developed,10510_29,Developed,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_Water,10510_29,Water,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_UN,10510_29,UN,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_29_UE,10510_29,UE,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_A,10510_6,A,22,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_B,10510_6,B,7,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_C,10510_6,C,12,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_D,10510_6,D,58,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_E,10510_6,E,1,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_Agriculture,10510_6,Agriculture,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_Developed,10510_6,Developed,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_Water,10510_6,Water,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_UN,10510_6,UN,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10510_6_UE,10510_6,UE,0,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
10520_12_A,10520_12,A,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_B,10520_12,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_C,10520_12,C,29,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_D,10520_12,D,18,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_E,10520_12,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_Agriculture,10520_12,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_Developed,10520_12,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_Water,10520_12,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_UN,10520_12,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_12_UE,10520_12,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_A,10520_13,A,12,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_B,10520_13,B,29,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_C,10520_13,C,15,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_D,10520_13,D,33,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_E,10520_13,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_Agriculture,10520_13,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_Developed,10520_13,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_Water,10520_13,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_UN,10520_13,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_13_UE,10520_13,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_A,10520_15,A,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_B,10520_15,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_C,10520_15,C,29,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_D,10520_15,D,18,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_E,10520_15,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_Agriculture,10520_15,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_Developed,10520_15,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_Water,10520_15,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_UN,10520_15,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_15_UE,10520_15,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_A,10520_16_23_24,A,16,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_B,10520_16_23_24,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_C,10520_16_23_24,C,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_D,10520_16_23_24,D,17,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_E,10520_16_23_24,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_Agriculture,10520_16_23_24,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_Developed,10520_16_23_24,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_Water,10520_16_23_24,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_UN,10520_16_23_24,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_16_23_24_UE,10520_16_23_24,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_A,10520_17,A,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_B,10520_17,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_C,10520_17,C,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_D,10520_17,D,18,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_E,10520_17,E,12,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_Agriculture,10520_17,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_Developed,10520_17,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_Water,10520_17,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_UN,10520_17,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_17_UE,10520_17,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_A,10520_18,A,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_B,10520_18,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_C,10520_18,C,29,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_D,10520_18,D,18,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_E,10520_18,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_Agriculture,10520_18,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_Developed,10520_18,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_Water,10520_18,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_UN,10520_18,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_18_UE,10520_18,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_A,10520_21,A,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_B,10520_21,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_C,10520_21,C,29,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_D,10520_21,D,18,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_E,10520_21,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_Agriculture,10520_21,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_Developed,10520_21,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_Water,10520_21,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_UN,10520_21,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_21_UE,10520_21,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_A,10520_25,A,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_B,10520_25,B,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_C,10520_25,C,28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_D,10520_25,D,18,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_E,10520_25,E,12,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_Agriculture,10520_25,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_Developed,10520_25,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_Water,10520_25,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_UN,10520_25,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_25_UE,10520_25,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_A,10520_27,A,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_B,10520_27,B,25,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_C,10520_27,C,29,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_D,10520_27,D,24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_E,10520_27,E,11,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_Agriculture,10520_27,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_Developed,10520_27,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_Water,10520_27,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_UN,10520_27,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_27_UE,10520_27,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_A,10520_28,A,8,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_B,10520_28,B,38,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_C,10520_28,C,25,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_D,10520_28,D,14,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_E,10520_28,E,15,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_Agriculture,10520_28,Agriculture,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_Developed,10520_28,Developed,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_Water,10520_28,Water,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_UN,10520_28,UN,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10520_28_UE,10520_28,UE,0,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
10530_10_19_A,10530_10_19,A,6,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_B,10530_10_19,B,6,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_C,10530_10_19,C,20,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_D,10530_10_19,D,57,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_E,10530_10_19,E,11,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_Agriculture,10530_10_19,Agriculture,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_Developed,10530_10_19,Developed,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_Water,10530_10_19,Water,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_UN,10530_10_19,UN,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10530_10_19_UE,10530_10_19,UE,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
10531_1_7_8_9_A,10531_1_7_8_9,A,13,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_B,10531_1_7_8_9,B,9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_C,10531_1_7_8_9,C,25,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_D,10531_1_7_8_9,D,47,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_E,10531_1_7_8_9,E,6,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_Agriculture,10531_1_7_8_9,Agriculture,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_Developed,10531_1_7_8_9,Developed,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_Water,10531_1_7_8_9,Water,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_UN,10531_1_7_8_9,UN,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10531_1_7_8_9_UE,10531_1_7_8_9,UE,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
10532_7_9_A,10532_7_9,A,15,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_B,10532_7_9,B,9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_C,10532_7_9,C,27,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_D,10532_7_9,D,46,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_E,10532_7_9,E,3,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_Agriculture,10532_7_9,Agriculture,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_Developed,10532_7_9,Developed,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_Water,10532_7_9,Water,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_UN,10532_7_9,UN,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10532_7_9_UE,10532_7_9,UE,0,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
10540_13_14_A,10540_13_14,A,13,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_B,10540_13_14,B,10,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_C,10540_13_14,C,18,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_D,10540_13_14,D,58,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_E,10540_13_14,E,1,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_Agriculture,10540_13_14,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_Developed,10540_13_14,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_Water,10540_13_14,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_UN,10540_13_14,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_13_14_UE,10540_13_14,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_A,10540_15_25,A,10,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_B,10540_15_25,B,1,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_C,10540_15_25,C,13,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_D,10540_15_25,D,74,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_E,10540_15_25,E,2,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_Agriculture,10540_15_25,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_Developed,10540_15_25,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_Water,10540_15_25,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_UN,10540_15_25,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_15_25_UE,10540_15_25,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_A,10540_16_23_24,A,12,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_B,10540_16_23_24,B,5,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_C,10540_16_23_24,C,10,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_D,10540_16_23_24,D,68,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_E,10540_16_23_24,E,5,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_Agriculture,10540_16_23_24,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_Developed,10540_16_23_24,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_Water,10540_16_23_24,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_UN,10540_16_23_24,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_16_23_24_UE,10540_16_23_24,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_A,10540_17,A,13,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_B,10540_17,B,9,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_C,10540_17,C,18,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_D,10540_17,D,58,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_E,10540_17,E,2,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_Agriculture,10540_17,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_Developed,10540_17,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_Water,10540_17,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_UN,10540_17,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_17_UE,10540_17,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_A,10540_20,A,9,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_B,10540_20,B,2,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_C,10540_20,C,18,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_D,10540_20,D,67,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_E,10540_20,E,4,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_Agriculture,10540_20,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_Developed,10540_20,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_Water,10540_20,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_UN,10540_20,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_20_UE,10540_20,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_A,10540_22,A,11,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_B,10540_22,B,8,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_C,10540_22,C,24,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_D,10540_22,D,48,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_E,10540_22,E,9,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_Agriculture,10540_22,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_Developed,10540_22,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_Water,10540_22,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_UN,10540_22,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_22_UE,10540_22,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_A,10540_26,A,10,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_B,10540_26,B,2,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_C,10540_26,C,5,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_D,10540_26,D,74,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_E,10540_26,E,9,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_Agriculture,10540_26,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_Developed,10540_26,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_Water,10540_26,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_UN,10540_26,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_26_UE,10540_26,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_A,10540_28,A,10,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_B,10540_28,B,15,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_C,10540_28,C,22,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_D,10540_28,D,35,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_E,10540_28,E,18,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_Agriculture,10540_28,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_Developed,10540_28,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_Water,10540_28,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_UN,10540_28,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_28_UE,10540_28,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_A,10540_29,A,6,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_B,10540_29,B,19,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_C,10540_29,C,13,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_D,10540_29,D,53,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_E,10540_29,E,9,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_Agriculture,10540_29,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_Developed,10540_29,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_Water,10540_29,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_UN,10540_29,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_29_UE,10540_29,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_A,10540_33,A,10,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_B,10540_33,B,9,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_C,10540_33,C,23,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_D,10540_33,D,40,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_E,10540_33,E,18,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_Agriculture,10540_33,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_Developed,10540_33,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_Water,10540_33,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_UN,10540_33,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland
10540_33_UE,10540_33,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland
10541_27_A,10541_27,A,11,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_B,10541_27,B,3,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_C,10541_27,C,10,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_D,10541_27,D,73,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_E,10541_27,E,3,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_Agriculture,10541_27,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_Developed,10541_27,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland - South
