VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1006,10010,23,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
1007,10040,23,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1008,10060,23,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
1009,10110,23,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,46,54,-9999,I-C,255,255,115,1,1,0.45098
1010,10160,23,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,29,65,6,III-B,205,170,102,0.803922,0.666667,0.4
1011,10490,23,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,385,-9999,-9999,385,100,-9999,-9999,V-A,102,205,171,0.4,0.803922,0.670588
1012,10500,23,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,81,-9999,19,IV-B,128,251,26,0.501961,0.984314,0.101961
1013,10510,23,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,12,14,74,I-B,190,210,255,0.745098,0.823529,1
1014,10520,23,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,180,89,74,33,19,37,44,I-C,115,149,230,0.45098,0.584314,0.901961
1015,10540,23,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,280,226,20,17,6,8,86,I-C,168,56,0,0.658824,0.219608,0
1016,10550,23,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,214,7242,-9999,208,97,3,-9999,V-A,211,255,190,0.827451,1,0.745098
1017,10560,23,10560_16_23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,217,6998,-9999,210,97,3,-9999,V-A,56,168,0,0.219608,0.658824,0
1018,10570,23,10570_23,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,502,-9999,200,143,29,-9999,71,III-B,227,223,162,0.890196,0.87451,0.635294
1019,10611,23,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,24,76,-9999,I-B,230,230,0,0.901961,0.901961,0
1020,10612,23,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Hardwood-Conifer,70,60,-9999,32,46,54,-9999,I-C,200,230,0,0.784314,0.901961,0
1021,10620,23,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,26,46,28,III-A,191,19,230,0.74902,0.07451,0.901961
1022,10640,23,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,33,67,-9999,III-A,158,170,215,0.619608,0.666667,0.843137
1023,10660,23,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11,190,127,0.043137,0.745098,0.498039
1024,10780,23,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,146,162,-9999,77,53,47,-9999,III-A,52,155,207,0.203922,0.607843,0.811765
1026,10810,23,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
1027,10820,23,10820_12_15_16_17_23_24,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,815,-9999,-9999,815,100,-9999,-9999,V-B,216,6,73,0.847059,0.023529,0.286275
1028,10860,23,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,21,79,-9999,I-C,137,68,101,0.537255,0.266667,0.396078
1029,10930,23,10930_13_15_16_23_24_28,Southern Colorado Plateau Sand Shrubland,Shrubland,220,-9999,-9999,220,100,-9999,-9999,V-A,134,219,24,0.52549,0.858824,0.094118
1030,11020,23,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,20,29,51,III-A,255,0,0,1,0,0
1031,11030,23,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,174,250,255,0.682353,0.980392,1
1032,11040,23,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,89,11,-9999,IV-A,173,250,211,0.678431,0.980392,0.827451
1033,11070,23,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,51,150,-9999,38,74,26,-9999,III-A,115,255,223,0.45098,1,0.87451
1034,11150,23,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,20,29,51,III-A,137,112,68,0.537255,0.439216,0.266667
1035,11170,23,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,5,10,85,I-B,255,85,0,1,0.333333,0
1036,11250,23,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,100,-9999,-9999,IV-B,255,115,223,1,0.45098,0.87451
1037,11261,23,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Shrubland,49,-9999,-9999,49,100,-9999,-9999,IV-A,230,0,169,0.901961,0,0.662745
1038,11262,23,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,100,-9999,-9999,V-A,255,197,191,1,0.772549,0.74902
1039,11270,23,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,100,-9999,-9999,IV-B,194,158,215,0.760784,0.619608,0.843137
1040,11350,23,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,100,-9999,-9999,II-C,185,174,211,0.72549,0.682353,0.827451
1041,11460,23,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,52,-9999,48,I-B,167,205,178,0.654902,0.803922,0.698039
1042,11530,23,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,100,-9999,-9999,V-A,225,225,225,0.882353,0.882353,0.882353
1043,11590,23,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,23,-9999,77,III-A,123,124,93,0.482353,0.486275,0.364706
1044,11600,23,11600_23,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,274,-9999,79,62,22,-9999,78,III-A,49,165,167,0.192157,0.647059,0.654902
1045,10010,12,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
1046,10040,12,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1047,10060,12,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
1048,10110,12,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,46,54,-9999,I-C,255,255,115,1,1,0.45098
1049,10170,12,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,38,62,-9999,III-B,14,245,98,0.054902,0.960784,0.384314
1050,10190,12,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,865,898,-9999,440,51,49,-9999,V-A,115,76,0,0.45098,0.298039,0
1051,10200,12,10200_6_9_12_17,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer,497,-9999,200,143,29,-9999,71,III-B,14,46,57,0.054902,0.180392,0.223529
1054,10310,12,10310_2_3_4_5_6_12,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer,165,84,11,9,6,11,83,I-B,167,70,0,0.654902,0.27451,0
1055,10330,12,10330_12,Mediterranean California Subalpine Woodland,Conifer,349,78,-9999,64,18,82,-9999,III-A,226,194,162,0.886275,0.760784,0.635294
1056,10520,12,10520_12,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,186,91,72,33,18,36,46,I-C,115,149,230,0.45098,0.584314,0.901961
1057,10570,12,10570_12_16,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,508,-9999,199,143,28,-9999,72,III-B,227,223,162,0.890196,0.87451,0.635294
1058,10580,12,10580_12,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Conifer,159,51,466,36,23,69,8,III-A,127,234,0,0.498039,0.917647,0
1059,10620,12,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,24,47,29,III-A,191,19,230,0.74902,0.07451,0.901961
1060,10790,12,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,90,10,-9999,IV-A,57,194,207,0.223529,0.760784,0.811765
1062,10810,12,10810_6_12_13_17,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,1978,-9999,-9999,1978,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
1063,10820,12,10820_12_15_16_17_23_24,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,815,-9999,-9999,815,100,-9999,-9999,V-B,216,6,73,0.847059,0.023529,0.286275
1064,10870,12,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,100,-9999,-9999,V-A,52,154,184,0.203922,0.603922,0.721569
1065,10880,12,10880_12_13_14_25,Sonora-Mojave Mixed Salt Desert Scrub,Shrubland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,245,222,110,0.960784,0.870588,0.431373
1066,11030,12,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,174,250,255,0.682353,0.980392,1
1067,11240,12,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,100,-9999,-9999,V-A,132,140,173,0.517647,0.54902,0.678431
1068,11250,12,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,100,-9999,-9999,IV-B,255,115,223,1,0.45098,0.87451
1069,11260,12,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,100,-9999,-9999,IV-A,230,0,169,0.901961,0,0.662745
1070,11270,12,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,100,-9999,-9999,V-A,194,158,215,0.760784,0.619608,0.843137
1071,11350,12,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,100,-9999,-9999,IV-A,185,174,211,0.72549,0.682353,0.827451
1072,11440,12,11440_12_16_19_28,Rocky Mountain Alpine Turf,Grassland,207,-9999,-9999,207,100,-9999,-9999,V-A,93,43,29,0.364706,0.168627,0.113725
1073,11530,12,11530_6_10_12_13_17_18_19_21,Inter-Mountain Basins Greasewood Flat,Shrubland,1024,-9999,-9999,1024,100,-9999,-9999,V-B,225,225,225,0.882353,0.882353,0.882353
1074,11540,12,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,378,-9999,-9999,378,100,-9999,-9999,V-A,154,156,117,0.603922,0.611765,0.458824
1075,11590,12,11590_12_17,Rocky Mountain Montane Riparian Systems,Riparian,379,-9999,-9999,379,100,-9999,-9999,V-A,123,124,93,0.482353,0.486275,0.364706
1076,11600,12,11600_12_17,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,79,61,23,-9999,77,III-A,49,165,167,0.192157,0.647059,0.654902
1077,10010,17,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
1078,10110,17,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,46,54,-9999,I-C,255,255,115,1,1,0.45098
1079,10120,17,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,135,81,-9999,51,37,63,-9999,III-A,255,211,127,1,0.827451,0.498039
1080,10160,17,10160_17,Colorado Plateau Pinyon-Juniper Woodland,Conifer,427,194,2177,126,29,65,6,III-B,205,170,102,0.803922,0.666667,0.4
1081,10190,17,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,865,898,-9999,440,51,49,-9999,V-A,115,76,0,0.45098,0.298039,0
1082,10200,17,10200_6_9_12_17,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer,497,-9999,200,143,29,-9999,71,III-B,14,46,57,0.054902,0.180392,0.223529
1083,10510,17,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,12,14,74,I-B,190,210,255,0.745098,0.823529,1
1084,10520,17,10520_17,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,184,91,72,33,18,36,46,I-C,115,149,230,0.45098,0.584314,0.901961
1085,10540,17,10540_17,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,257,39,28,15,6,39,55,I-B,168,56,0,0.658824,0.219608,0
1086,10550,17,10550_17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,176,16701,-9999,174,99,1,-9999,IV-B,211,255,190,0.827451,1,0.745098
1087,10610,17,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,-9999,27,39,61,-9999,I-C,230,230,0,0.901961,0.901961,0
1088,10620,17,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,24,47,29,III-A,191,19,230,0.74902,0.07451,0.901961
1089,10640,17,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,33,67,-9999,III-A,158,170,215,0.619608,0.666667,0.843137
1090,10790,17,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,90,10,-9999,IV-A,57,194,207,0.223529,0.760784,0.811765
1092,10810,17,10810_6_12_13_17,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,1978,-9999,-9999,1978,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
1093,10820,17,10820_12_15_16_17_23_24,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,815,-9999,-9999,815,100,-9999,-9999,V-B,216,6,73,0.847059,0.023529,0.286275
1094,10860,17,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,21,79,-9999,I-C,137,68,101,0.537255,0.266667,0.396078
1095,10870,17,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,100,-9999,-9999,V-A,52,154,184,0.203922,0.603922,0.721569
1096,11030,17,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,174,250,255,0.682353,0.980392,1
1097,11040,17,11040_17,Mogollon Chaparral,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,173,250,211,0.678431,0.980392,0.827451
1098,11070,17,11070_17,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,153,52,-9999,39,25,75,-9999,III-A,115,255,223,0.45098,1,0.87451
1099,11080,17,11080_17,Sonora-Mojave Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,255,197,173,1,0.772549,0.678431
1100,11150,17,11150_17,Inter-Mountain Basins Juniper Savanna,Conifer,815,428,553,186,23,43,34,III-B,137,112,68,0.537255,0.439216,0.266667
1101,11240,17,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,100,-9999,-9999,V-A,132,140,173,0.517647,0.54902,0.678431
1102,11250,17,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,100,-9999,-9999,IV-B,255,115,223,1,0.45098,0.87451
1103,11260,17,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,100,-9999,-9999,IV-A,230,0,169,0.901961,0,0.662745
1104,11270,17,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,100,-9999,-9999,V-A,194,158,215,0.760784,0.619608,0.843137
1105,11350,17,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,100,-9999,-9999,IV-A,185,174,211,0.72549,0.682353,0.827451
1106,11450,17,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,-9999,-9999,40,100,-9999,-9999,IV-A,0,197,255,0,0.772549,1
1107,11530,17,11530_6_10_12_13_17_18_19_21,Inter-Mountain Basins Greasewood Flat,Shrubland,1024,-9999,-9999,1024,100,-9999,-9999,V-B,225,225,225,0.882353,0.882353,0.882353
1108,11540,17,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,378,-9999,-9999,378,100,-9999,-9999,V-A,154,156,117,0.603922,0.611765,0.458824
1109,11590,17,11590_12_17,Rocky Mountain Montane Riparian Systems,Riparian,379,-9999,-9999,379,100,-9999,-9999,V-A,123,124,93,0.482353,0.486275,0.364706
1110,11600,17,11600_12_17,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,79,61,23,-9999,77,III-A,49,165,167,0.192157,0.647059,0.654902
1111,10010,24,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
1112,10040,24,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1113,10110,24,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,46,54,-9999,I-C,255,255,115,1,1,0.45098
1114,10160,24,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,29,65,6,III-B,205,170,102,0.803922,0.666667,0.4
1115,10230,24,10230_14_15_24_25,Madrean Encinal,Conifer,125,191,33,23,18,13,69,I-C,0,167,132,0,0.654902,0.517647
1116,10240,24,10240_14_15_24,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,125,191,33,23,19,12,69,I-C,167,189,30,0.654902,0.741176,0.117647
1117,10250,24,10250_14_15_24_25_26,Madrean Pinyon-Juniper Woodland,Conifer,136,209,104,46,34,22,44,III-A,160,106,31,0.627451,0.415686,0.121569
1118,10510,24,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,12,14,74,I-B,190,210,255,0.745098,0.823529,1
1119,10520,24,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,180,89,74,33,19,37,44,I-C,115,149,230,0.45098,0.584314,0.901961
1120,10540,24,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,280,226,20,17,6,8,86,I-C,168,56,0,0.658824,0.219608,0
1121,10550,24,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,214,7242,-9999,208,97,3,-9999,V-A,211,255,190,0.827451,1,0.745098
1122,10590,24,10590_24_28,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,435,200,1930,128,29,64,7,III-B,183,138,46,0.717647,0.541176,0.180392
1123,10611,24,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,24,76,-9999,I-B,230,230,0,0.901961,0.901961,0
1124,10640,24,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,33,67,-9999,III-A,158,170,215,0.619608,0.666667,0.843137
1125,10660,24,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11,190,127,0.043137,0.745098,0.498039
1126,10780,24,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,146,162,-9999,77,53,47,-9999,III-A,52,155,207,0.203922,0.607843,0.811765
1128,10810,24,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,100,-9999,-9999,V-B,245,202,122,0.960784,0.792157,0.478431
1129,10930,24,10930_13_15_16_23_24_28,Southern Colorado Plateau Sand Shrubland,Shrubland,220,-9999,-9999,220,100,-9999,-9999,V-A,134,219,24,0.52549,0.858824,0.094118
1130,11020,24,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,20,29,51,III-A,255,0,0,1,0,0
1131,11040,24,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,89,11,-9999,IV-A,173,250,211,0.678431,0.980392,0.827451
1132,11070,24,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,51,150,-9999,38,74,26,-9999,III-A,115,255,223,0.45098,1,0.87451
1133,11150,24,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,20,29,51,III-A,137,112,68,0.537255,0.439216,0.266667
1134,11160,24,11160_24,Madrean Juniper Savanna,Conifer,139,214,101,46,33,21,46,III-A,207,157,143,0.811765,0.615686,0.560784
1135,11170,24,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,5,10,85,I-B,255,85,0,1,0.333333,0
1136,11190,24,11190_24_25,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,503,217,32,26,5,12,83,I-C,135,86,20,0.529412,0.337255,0.078431
1137,11210,24,11210_24,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,10,-9999,42,8,81,-9999,19,II-B,255,221,216,1,0.866667,0.847059
1138,11250,24,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,100,-9999,-9999,IV-B,255,115,223,1,0.45098,0.87451
1139,11270,24,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,100,-9999,-9999,IV-B,194,158,215,0.760784,0.619608,0.843137
1140,11350,24,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,100,-9999,-9999,II-C,185,174,211,0.72549,0.682353,0.827451
1141,11450,24,11450_22_24_28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,161,-9999,32,80,20,-9999,II-C,0,197,255,0,0.772549,1
1142,11530,24,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,100,-9999,-9999,V-A,225,225,225,0.882353,0.882353,0.882353
1143,11590,24,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,23,-9999,77,III-A,123,124,93,0.482353,0.486275,0.364706
1144,10010,28,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
1145,10060,28,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
1146,10110,28,10110_28,Rocky Mountain Aspen Forest and Woodland,Hardwood,145,1732,844,116,79,7,14,IV-B,255,255,115,1,1,0.45098
1147,10160,28,10160_15_28,Colorado Plateau Pinyon-Juniper Woodland,Conifer,430,194,2245,126,29,65,6,III-B,205,170,102,0.803922,0.666667,0.4
1148,10490,28,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,385,-9999,-9999,385,100,-9999,-9999,V-A,102,205,171,0.4,0.803922,0.670588
1149,10500,28,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,81,-9999,19,IV-B,128,251,26,0.501961,0.984314,0.101961
1150,10510,28,10510_28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,325,54,32,19,6,35,59,I-C,190,210,255,0.745098,0.823529,1
1151,10520,28,10520_28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,202,144,153,54,27,38,35,III-A,115,149,230,0.45098,0.584314,0.901961
1152,10540,28,10540_28,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,505,159,24,20,4,13,83,I-C,168,56,0,0.658824,0.219608,0
1153,10550,28,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,69,31,-9999,IV-B,211,255,190,0.827451,1,0.745098
1154,10560,28,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,69,31,-9999,IV-B,56,168,0,0.219608,0.658824,0
1155,10570,28,10570_28,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,499,202,-9999,144,29,71,-9999,III-B,227,223,162,0.890196,0.87451,0.635294
1156,10590,28,10590_24_28,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,435,200,1930,128,29,64,7,III-B,183,138,46,0.717647,0.541176,0.180392
1157,10610,28,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,37,40,23,I-C,230,230,0,0.901961,0.901961,0
1158,10620,28,10620_22_28,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,229,78,-9999,58,25,75,-9999,III-A,191,19,230,0.74902,0.07451,0.901961
1159,10640,28,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,33,67,-9999,III-A,158,170,215,0.619608,0.666667,0.843137
