TransitionGroupID,Model_Code,mean_amount,annual_probability,BpS_Name
Replacement Fire,10940_32_35,19.4034,0.0194034,Western Great Plains Sandhill Steppe
Replacement Fire,10940_34,23.8736,0.0238736,Western Great Plains Sandhill Steppe
Replacement Fire,10950_14,102.0774,0.1020774,Apacherian-Chihuahuan Mesquite Upland Scrub
Replacement Fire,10950_15,99.0184,0.0990184,Apacherian-Chihuahuan Mesquite Upland Scrub
Replacement Fire,10950_25,101.408,0.101408,Apacherian-Chihuahuan Mesquite Upland Scrub
Replacement Fire,10950_26_35,38.5152,0.0385152,Apacherian-Chihuahuan Mesquite Upland Scrub
Replacement Fire,10950_27,39.0732,0.0390732,Apacherian-Chihuahuan Mesquite Upland Scrub
Replacement Fire,10960_3,9.1754,0.0091754,California Maritime Chaparral
Replacement Fire,10960_4,8.1452,0.0081452,California Maritime Chaparral
Replacement Fire,10970_3_6_7,18.8538,0.0188538,California Mesic Chaparral
Replacement Fire,10970_4_5,12.4776,0.0124776,California Mesic Chaparral
Replacement Fire,10980_3,10.5278,0.0105278,California Montane Woodland and Chaparral
Replacement Fire,10980_4,17.511,0.017511,California Montane Woodland and Chaparral
Replacement Fire,10980_6,10.8438,0.0108438,California Montane Woodland and Chaparral
Replacement Fire,10980_7,20.51,0.02051,California Montane Woodland and Chaparral
Replacement Fire,10990_3,12.3568,0.0123568,California Xeric Serpentine Chaparral
Replacement Fire,10990_4,12.566,0.012566,California Xeric Serpentine Chaparral
Replacement Fire,11000_15,1.8368,0.0018368,Chihuahuan Mixed Desert and Thorn Scrub
Replacement Fire,11002_25,1.1862,0.0011862,Chihuahuan Mixed Desert and Thorn Scrub - Shrubland
Replacement Fire,11010_25,24.1886,0.0241886,Madrean Oriental Chaparral
Replacement Fire,11010_26,24.1708,0.0241708,Madrean Oriental Chaparral
Replacement Fire,11020_13_15_16_23_24,3.029,0.003029,Colorado Plateau Pinyon-Juniper Shrubland
Replacement Fire,11020_28,2.3474,0.0023474,Colorado Plateau Pinyon-Juniper Shrubland
Replacement Fire,11030_6_7_12_13_16_17_23,19.6952,0.0196952,Great Basin Semi-Desert Chaparral
Replacement Fire,11040_13_14_25,12.9724,0.0129724,Mogollon Chaparral
Replacement Fire,11040_15,12.6044,0.0126044,Mogollon Chaparral
Replacement Fire,11040_17,20.164,0.020164,Mogollon Chaparral
Replacement Fire,11040_23_24,21.1108,0.0211108,Mogollon Chaparral
Replacement Fire,11050_3_6_7,13.5666,0.0135666,Northern and Central California Dry-Mesic Chaparral
Replacement Fire,11050_4_5,19.6422,0.0196422,Northern and Central California Dry-Mesic Chaparral
Replacement Fire,11060_1_8_9,23.6624,0.0236624,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
Replacement Fire,11060_10_19,9.9634,0.0099634,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
Replacement Fire,11060_18,9.9348,0.0099348,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
Replacement Fire,11060_20_21_29,12.6868,0.0126868,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
Replacement Fire,11060_22,12.2444,0.0122444,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
Replacement Fire,11070_13,6.6198,0.0066198,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Replacement Fire,11070_15,20.2162,0.0202162,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Replacement Fire,11070_17,6.5156,0.0065156,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Replacement Fire,11070_23_24,19.3708,0.0193708,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Replacement Fire,11070_25_28,20.1228,0.0201228,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Replacement Fire,11070_27_33,20.5498,0.0205498,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Replacement Fire,11071_16,17.5884,0.0175884,Rocky Mountain Gambel Oak-Mixed Montane Shrubland  - Continuous
Replacement Fire,11072_16,6.462,0.006462,Rocky Mountain Gambel Oak-Mixed Montane Shrubland - Patchy
Replacement Fire,11080_17,19.8964,0.0198964,Sonora-Mojave Semi-Desert Chaparral
Replacement Fire,11080_4_5_13_14_15_24_25,12.2214,0.0122214,Sonora-Mojave Semi-Desert Chaparral
Replacement Fire,11090_14,0.937,0.000937,Sonoran Paloverde-Mixed Cacti Desert Scrub
Replacement Fire,11090_15_25,0.95,0.00095,Sonoran Paloverde-Mixed Cacti Desert Scrub
Replacement Fire,11090_4_13,0.758,0.000758,Sonoran Paloverde-Mixed Cacti Desert Scrub
Replacement Fire,11100_4,19.8466,0.0198466,Southern California Dry-Mesic Chaparral
Replacement Fire,11110_26,67.777,0.067777,Western Great Plains Mesquite Woodland and Shrubland
Replacement Fire,11110_27_33,53.427,0.053427,Western Great Plains Mesquite Woodland and Shrubland
Replacement Fire,11110_32_35,78.1974,0.0781974,Western Great Plains Mesquite Woodland and Shrubland
Replacement Fire,11110_34,67.7384,0.0677384,Western Great Plains Mesquite Woodland and Shrubland
Replacement Fire,11120_4_5,5.5544,0.0055544,California Central Valley Mixed Oak Savanna
Replacement Fire,11130_3,5.7416,0.0057416,California Coastal Live Oak Woodland and Savanna
Replacement Fire,11130_4,5.8188,0.0058188,California Coastal Live Oak Woodland and Savanna
Replacement Fire,11140_3_6_7,7.9068,0.0079068,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
Replacement Fire,11140_4_5,7.9126,0.0079126,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
Replacement Fire,11150_10_19,1.2178,0.0012178,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11150_13,1.237,0.001237,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11150_14,1.198,0.001198,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11150_15_16_23_24,3.01,0.00301,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11150_17,1.2548,0.0012548,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11150_21_22,2.775,0.002775,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11150_28,2.9446,0.0029446,Inter-Mountain Basins Juniper Savanna
Replacement Fire,11160_15_25,7.4226,0.0074226,Madrean Juniper Savanna
Replacement Fire,11160_24,7.2072,0.0072072,Madrean Juniper Savanna
Replacement Fire,11160_26,41.7786,0.0417786,Madrean Juniper Savanna
Replacement Fire,11170_13_15_28,2.6792,0.0026792,Southern Rocky Mountain Ponderosa Pine Savanna
Replacement Fire,11170_16_23_24,6.086,0.006086,Southern Rocky Mountain Ponderosa Pine Savanna
Replacement Fire,11170_20,2.5792,0.0025792,Southern Rocky Mountain Ponderosa Pine Savanna
Replacement Fire,11170_29,2.7236,0.0027236,Southern Rocky Mountain Ponderosa Pine Savanna
Replacement Fire,11170_33,2.247,0.002247,Southern Rocky Mountain Ponderosa Pine Savanna
Replacement Fire,11171_27,1.9216,0.0019216,Southern Rocky Mountain Ponderosa Pine Savanna - South
Replacement Fire,11172_27,2.1892,0.0021892,Southern Rocky Mountain Ponderosa Pine Savanna - North
Replacement Fire,11180_4,5.7292,0.0057292,Southern California Oak Woodland and Savanna
Replacement Fire,11190_24_25,1.9604,0.0019604,Southern Rocky Mountain Juniper Woodland and Savanna
Replacement Fire,11190_26,33.9504,0.0339504,Southern Rocky Mountain Juniper Woodland and Savanna
Replacement Fire,11190_27,2.0334,0.0020334,Southern Rocky Mountain Juniper Woodland and Savanna
Replacement Fire,11190_28,1.9892,0.0019892,Southern Rocky Mountain Juniper Woodland and Savanna
Replacement Fire,11190_34,11.5098,0.0115098,Southern Rocky Mountain Juniper Woodland and Savanna
Replacement Fire,11200_1_2_7,3.4292,0.0034292,Willamette Valley Upland Prairie and Savanna
Replacement Fire,11210_14,103.1082,0.1031082,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_15,101.2154,0.1012154,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_24,100.566,0.100566,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_26,66.2534,0.0662534,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_27,76.6116,0.0766116,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11220_25,15.4988,0.0154988,Chihuahuan Gypsophilous Grassland and Steppe
Replacement Fire,11230_1_7_8_9,25.6248,0.0256248,Columbia Plateau Steppe and Grassland
Replacement Fire,11230_10_18,19.8044,0.0198044,Columbia Plateau Steppe and Grassland
Replacement Fire,11240_1_7_8_9,4.4064,0.0044064,Columbia Plateau Low Sagebrush Steppe
Replacement Fire,11240_10_12_17_18_19_21,5.0212,0.0050212,Columbia Plateau Low Sagebrush Steppe
Replacement Fire,11250_1_7_8_9_10_19,16.5466,0.0165466,Inter-Mountain Basins Big Sagebrush Steppe
Replacement Fire,11250_20_29_30_31_33,10.862,0.010862,Inter-Mountain Basins Big Sagebrush Steppe
Replacement Fire,11250_6_12_13_15_16_17_18_23_24_25_28,8.6132,0.0086132,Inter-Mountain Basins Big Sagebrush Steppe
Replacement Fire,11260_1_7_8_9_10_19,32.1598,0.0321598,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_13,20.3234,0.0203234,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_20_29_33,20.1238,0.0201238,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_21,20.1912,0.0201912,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_22,11.5496,0.0115496,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_6_12_17_18_28,19.9184,0.0199184,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11261_16_23_24,20.3804,0.0203804,Inter-Mountain Basins Montane Sagebrush Steppe - Mountain Big Sagebrush
Replacement Fire,11262_16_23,4.6356,0.0046356,Inter-Mountain Basins Montane Sagebrush Steppe - Low Sagebrush
Replacement Fire,11270_10_12_13_17_18,4.5028,0.0045028,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_14,4.4374,0.0044374,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_15,8.4802,0.0084802,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_16_23_24_25,9.4344,0.0094344,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_21,4.609,0.004609,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_22,2.2132,0.0022132,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_28,8.4374,0.0084374,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_7_8_9,4.7498,0.0047498,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11280_2_3_4,9.016,0.009016,Northern California Coastal Scrub
Replacement Fire,11290_4_5,264.8382,0.2648382,California Central Valley and Southern Coastal Grassland
Replacement Fire,11300_3_4,151.6286,0.1516286,California Mesic Serpentine Grassland
Replacement Fire,11310_2_3_4,443.0584,0.4430584,California Northern Coastal Grassland
Replacement Fire,11320_31_38,125.1102,0.1251102,Central Mixedgrass Prairie
Replacement Fire,11320_32_34_35,134.9004,0.1349004,Central Mixedgrass Prairie
Replacement Fire,11320_33,65.5498,0.0655498,Central Mixedgrass Prairie
Replacement Fire,11330_25,1.1562,0.0011562,Chihuahuan Sandy Plains Semi-Desert Grassland
Replacement Fire,11340_10,71.1422,0.0711422,Columbia Basin Foothill and Canyon Dry Grassland
Replacement Fire,11340_8_9,47.2526,0.0472526,Columbia Basin Foothill and Canyon Dry Grassland
Replacement Fire,11350_13_14,8.3948,0.0083948,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_15_28,13.0124,0.0130124,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_16_23_24,39.9014,0.0399014,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_22,40.1812,0.0401812,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_25,38.7496,0.0387496,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_7_8_9_10_12_17_18,12.4552,0.0124552,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11360_6,4.9164,0.0049164,Mediterranean California Alpine Dry Tundra
Replacement Fire,11370_3_6,24.6528,0.0246528,Mediterranean California Subalpine Meadow
Replacement Fire,11380_1,1.3112,0.0013112,North Pacific Montane Grassland
Replacement Fire,11380_3_5,15.8596,0.0158596,North Pacific Montane Grassland
Replacement Fire,11380_6,61.9502,0.0619502,North Pacific Montane Grassland
Replacement Fire,11390_10_19,57.9514,0.0579514,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_18,19.7352,0.0197352,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_20,50.128,0.050128,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_21,31.2214,0.0312214,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_22,15.1734,0.0151734,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_29,28.715,0.028715,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_8_9,23.029,0.023029,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11400_10_19,6.937,0.006937,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_20,12.651,0.012651,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_21,4.9054,0.0049054,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_29,12.4844,0.0124844,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_9,1.474,0.001474,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11410_20,83.7024,0.0837024,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_29_30,73.9452,0.0739452,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_31,124.7792,0.1247792,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_39,124.771,0.124771,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_40,127.8934,0.1278934,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11420_8,39.8162,0.0398162,Columbia Basin Palouse Prairie
Replacement Fire,11420_9_10,40.4454,0.0404454,Columbia Basin Palouse Prairie
Replacement Fire,11430_9_19_21_28,1.8978,0.0018978,Rocky Mountain Alpine Fell-Field
Replacement Fire,11440_12_16_19_28,4.7024,0.0047024,Rocky Mountain Alpine Turf
Replacement Fire,11440_21_22,1.9632,0.0019632,Rocky Mountain Alpine Turf
Replacement Fire,11450_13,24.8608,0.0248608,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_16,25.1166,0.0251166,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_17,25.3208,0.0253208,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_20,11.7726,0.0117726,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_21,24.6642,0.0246642,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_22_24_28,24.7044,0.0247044,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_29,11.7916,0.0117916,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_9_10_19,24.9486,0.0249486,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11460_15_16_23_24_25_28,51.6602,0.0516602,Southern Rocky Mountain Montane-Subalpine Grassland
Replacement Fire,11460_27,43.5502,0.0435502,Southern Rocky Mountain Montane-Subalpine Grassland
Replacement Fire,11470_27_33,41.4688,0.0414688,Western Great Plains Foothill and Piedmont Grassland
Replacement Fire,11470_28,85.6832,0.0856832,Western Great Plains Foothill and Piedmont Grassland
Replacement Fire,11480_20_29_30,46.6178,0.0466178,Western Great Plains Sand Prairie
Replacement Fire,11480_31_38,64.5776,0.0645776,Western Great Plains Sand Prairie
Replacement Fire,11480_32,77.1686,0.0771686,Western Great Plains Sand Prairie
Replacement Fire,11480_34_35,76.7156,0.0767156,Western Great Plains Sand Prairie
Replacement Fire,11490_25,51.8808,0.0518808,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_26,184.9968,0.1849968,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_27_38,44.9576,0.0449576,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_28,80.1826,0.0801826,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_29,47.766,0.047766,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_31_33,47.0386,0.0470386,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_34_35,73.764,0.073764,Western Great Plains Shortgrass Prairie
Replacement Fire,11500_31_39_40,194.7052,0.1947052,Western Great Plains Tallgrass Prairie
Replacement Fire,11500_38,194.6906,0.1946906,Western Great Plains Tallgrass Prairie
Replacement Fire,11520_2_3_7,15.7222,0.0157222,California Montane Riparian Systems
Replacement Fire,11520_4_5,10.1434,0.0101434,California Montane Riparian Systems
Replacement Fire,11520_6,11.2762,0.0112762,California Montane Riparian Systems
Replacement Fire,11530_16_23_24_25_27,4.7642,0.0047642,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_20_22_29_30,4.888,0.004888,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_28,4.916,0.004916,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_6_10_12_13_17_18_19_21,0.9976,0.0009976,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_7_8_9,0.976,0.000976,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11540_1_7_8_9,10.1864,0.0101864,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_10_19,5.7738,0.0057738,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_13,14.8028,0.0148028,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_18,5.5584,0.0055584,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_6_12_16_17,2.6152,0.0026152,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11550_13_14,1.2684,0.0012684,North American Warm Desert Riparian Systems
Replacement Fire,11550_15,1.297,0.001297,North American Warm Desert Riparian Systems
Replacement Fire,11550_25,4.4624,0.0044624,North American Warm Desert Riparian Systems
Replacement Fire,11550_4,1.3182,0.0013182,North American Warm Desert Riparian Systems
Replacement Fire,11552_13_14_15,1.372,0.001372,North American Warm Desert Riparian Systems - Stringers
Replacement Fire,11560_1_2_7,1.3448,0.0013448,North Pacific Lowland Riparian Forest and Shrubland
Replacement Fire,11581_1_2_7,0.5148,0.0005148,North Pacific Montane Riparian Woodland and Shrubland - Wet
Replacement Fire,11582_1_2_7,2.1572,0.0021572,North Pacific Montane Riparian Woodland and Shrubland - Dry
Replacement Fire,11590_10_19,9.9132,0.0099132,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_12_17,2.7084,0.0027084,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_13,14.7456,0.0147456,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_15,18.6712,0.0186712,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_16_23_24_26,3.7284,0.0037284,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_18,5.7034,0.0057034,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_20,10.0598,0.0100598,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_21,5.3978,0.0053978,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_22,3.7124,0.0037124,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_25,3.6626,0.0036626,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_27_33,3.703,0.003703,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_28,3.6436,0.0036436,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_29,10.0066,0.0100066,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_8_9,9.9578,0.0099578,Rocky Mountain Montane Riparian Systems
